company,batch,website,industries,one_liner,description,founder_name,founder_linkedin,yc_url
Quindar,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Datadog for Space,"Datadog for Space. Founded in 2022 by Sunny Bhagavathula, Nate Hamet, David Lawrence, Zach Meza, Shaishav Parekh, and Matt Regan, Quindar has 57 employees based in Denver, CO, USA. Quindar is hiring for 14 roles in engineering, operations, support, and sales.",David Lawrence,https://www.linkedin.com/in/david-lawrence-58663691,https://www.ycombinator.com/companies/quindar
Quindar,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Datadog for Space,"Datadog for Space. Founded in 2022 by Sunny Bhagavathula, Nate Hamet, David Lawrence, Zach Meza, Shaishav Parekh, and Matt Regan, Quindar has 57 employees based in Denver, CO, USA. Quindar is hiring for 14 roles in engineering, operations, support, and sales.",Zach Meza,https://www.linkedin.com/in/zach-meza-25a832262,https://www.ycombinator.com/companies/quindar
Quindar,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Datadog for Space,"Datadog for Space. Founded in 2022 by Sunny Bhagavathula, Nate Hamet, David Lawrence, Zach Meza, Shaishav Parekh, and Matt Regan, Quindar has 57 employees based in Denver, CO, USA. Quindar is hiring for 14 roles in engineering, operations, support, and sales.",Shaishav Parekh,https://www.linkedin.com/in/shaishavparekh,https://www.ycombinator.com/companies/quindar
Quindar,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Datadog for Space,"Datadog for Space. Founded in 2022 by Sunny Bhagavathula, Nate Hamet, David Lawrence, Zach Meza, Shaishav Parekh, and Matt Regan, Quindar has 57 employees based in Denver, CO, USA. Quindar is hiring for 14 roles in engineering, operations, support, and sales.",Matthew Regan A0A45238,https://linkedin.com/in/matthew-regan-a0a45238,https://www.ycombinator.com/companies/quindar
Kombo,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"Unified API for HR, payroll and recruiting software","Unified API for HR, payroll and recruiting software. Founded in 2022 by Aike Hillbrands, Alexander Kübel, and Fabian Rothfuß, Kombo has 20 employees based in Berlin, Germany. Kombo is hiring for 11 roles in engineering, operations, and sales.",Alexander Kuebel 8B8351180,https://www.linkedin.com/in/alexander-kuebel-8b8351180,https://www.ycombinator.com/companies/kombo
Kombo,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"Unified API for HR, payroll and recruiting software","Unified API for HR, payroll and recruiting software. Founded in 2022 by Aike Hillbrands, Alexander Kübel, and Fabian Rothfuß, Kombo has 20 employees based in Berlin, Germany. Kombo is hiring for 11 roles in engineering, operations, and sales.",Aike Hillbrands,https://www.linkedin.com/in/aike-hillbrands,https://www.ycombinator.com/companies/kombo
Kombo,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"Unified API for HR, payroll and recruiting software","Unified API for HR, payroll and recruiting software. Founded in 2022 by Aike Hillbrands, Alexander Kübel, and Fabian Rothfuß, Kombo has 20 employees based in Berlin, Germany. Kombo is hiring for 11 roles in engineering, operations, and sales.",Fabian Rothfu%C3%9F 3B772B1B1,https://www.linkedin.com/in/fabian-rothfu%C3%9F-3b772b1b1,https://www.ycombinator.com/companies/kombo
Feather,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Voice AI,"Voice AI. Founded in 2022 by Saurabh Jain and Aahan Sawhney, Feather has 8 employees based in Seattle. Feather is hiring for 2 roles in engineering and sales.",Aahan Sawhney,http://linkedin.com/in/aahansawhney,https://www.ycombinator.com/companies/feather-2
Feather,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Voice AI,"Voice AI. Founded in 2022 by Saurabh Jain and Aahan Sawhney, Feather has 8 employees based in Seattle. Feather is hiring for 2 roles in engineering and sales.",Saurabh Jain,https://www.linkedin.com/in/saurabhj80,https://www.ycombinator.com/companies/feather-2
Metriport,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Open-Source Platform for Healthcare Data Intelligence,"Open-Source Platform for Healthcare Data Intelligence. Founded in 2022 by Colin Elsinga and Dima Goncharov, Metriport has 26 employees based in San Francisco. Metriport is hiring for 12 roles in recruiting & hr, sales, engineering, operations, and design.",Dima Goncharov,https://www.linkedin.com/in/dimagoncharov,https://www.ycombinator.com/companies/metriport
Metriport,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Open-Source Platform for Healthcare Data Intelligence,"Open-Source Platform for Healthcare Data Intelligence. Founded in 2022 by Colin Elsinga and Dima Goncharov, Metriport has 26 employees based in San Francisco. Metriport is hiring for 12 roles in recruiting & hr, sales, engineering, operations, and design.",Colin Elsinga,https://www.linkedin.com/in/colin-elsinga,https://www.ycombinator.com/companies/metriport
Aurelian,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Automating non-emergency calls for 911 centers,"Automating non-emergency calls for 911 centers. Founded in 2022 by Max Keenan and James Liu, Aurelian has 45 employees based in Seattle. Aurelian is hiring for 8 roles in operations and engineering.",Max Keenan,https://www.linkedin.com/in/max-keenan-4a577a137,https://www.ycombinator.com/companies/aurelian
Aurelian,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Automating non-emergency calls for 911 centers,"Automating non-emergency calls for 911 centers. Founded in 2022 by Max Keenan and James Liu, Aurelian has 45 employees based in Seattle. Aurelian is hiring for 8 roles in operations and engineering.",James Liu,https://www.linkedin.com/in/jamesliu08,https://www.ycombinator.com/companies/aurelian
Quinn,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"The AI that delivers pharma R&D decisions in days, not months","The AI that delivers pharma R&D decisions in days, not months. Founded in 2022 by Daniel Gomari, Quinn has 4 employees based in San Francisco. Quinn is hiring for 1 roles in engineering.",Daniel Gomari,https://www.linkedin.com/in/daniel-gomari,https://www.ycombinator.com/companies/quinn
AviaryAI,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Outbound AI voice agents for the financial services industry,"Outbound AI voice agents for the financial services industry. Founded in 2022 by Blesson Abraham and Jay Patel, AviaryAI has 10 employees based in Chicago, IL, USA. AviaryAI is hiring for 2 roles in engineering.",Blessonjabraham,https://www.linkedin.com/in/blessonjabraham,https://www.ycombinator.com/companies/aviaryai
AviaryAI,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Outbound AI voice agents for the financial services industry,"Outbound AI voice agents for the financial services industry. Founded in 2022 by Blesson Abraham and Jay Patel, AviaryAI has 10 employees based in Chicago, IL, USA. AviaryAI is hiring for 2 roles in engineering.",Jay Patel,https://www.linkedin.com/in/jay-patel-2017,https://www.ycombinator.com/companies/aviaryai
Alphawatch AI,Winter 2023,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Secure Document Agent,"Secure Document Agent. Founded in 2023 by Jackson Chen, Alphawatch AI has 10 employees based in San Francisco. Alphawatch AI is hiring for 1 roles in engineering.",Jchen8630,https://www.linkedin.com/in/jchen8630,https://www.ycombinator.com/companies/alphawatch-ai
Hedgehog,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Building robotic mushroom farms,"Building robotic mushroom farms. Founded in 2022 by Jamie Balsillie and Wilson Ruotolo, Hedgehog has 18 employees based in San Francisco. Hedgehog is hiring for 3 roles in sales and operations.",Jamie Balsillie,https://www.linkedin.com/in/jamie-balsillie,https://www.ycombinator.com/companies/hedgehog-2
Hedgehog,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Building robotic mushroom farms,"Building robotic mushroom farms. Founded in 2022 by Jamie Balsillie and Wilson Ruotolo, Hedgehog has 18 employees based in San Francisco. Hedgehog is hiring for 3 roles in sales and operations.",Wilson Ruotolo,https://www.linkedin.com/in/wilson-ruotolo-679a6697,https://www.ycombinator.com/companies/hedgehog-2
Coris,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"AI risk and ops platform for Payment Processors, Banks, SaaS…","AI risk and ops platform for Payment Processors, Banks, SaaS…. Founded in 2022 by Shyam Maddali and Vinodh Poyyapakkam, Coris has 10 employees based in San Francisco. Coris is hiring for 1 roles in engineering.",Vinodh Poyyapakkam,https://www.linkedin.com/in/vinodhpo,https://www.ycombinator.com/companies/coris
Coris,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"AI risk and ops platform for Payment Processors, Banks, SaaS…","AI risk and ops platform for Payment Processors, Banks, SaaS…. Founded in 2022 by Shyam Maddali and Vinodh Poyyapakkam, Coris has 10 employees based in San Francisco. Coris is hiring for 1 roles in engineering.",Shyam Maddali,https://www.linkedin.com/in/shyammaddali,https://www.ycombinator.com/companies/coris
Airhart Aeronautics,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Airplanes anyone can fly,"Airplanes anyone can fly. Founded in 2022 by Nikita Ermoshkin, Airhart Aeronautics has 6 employees based in Los Angeles. Airhart Aeronautics is hiring for 1 roles in engineering.",Nikita Ermoshkin,https://www.linkedin.com/in/nikita-ermoshkin-0727357b,https://www.ycombinator.com/companies/airhart-aeronautics
Peoplebox.ai,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"AI talent platform to hire, manage, and grow your people","AI talent platform to hire, manage, and grow your people . Founded in 2018 by Abhinav Chugh and Alagu M, Peoplebox.ai has 35 employees based in Bengaluru. Peoplebox.ai is hiring for 1 roles in product.",Abhinav Chugh,https://www.linkedin.com/in/abhinavchugh,https://www.ycombinator.com/companies/peoplebox
Peoplebox.ai,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"AI talent platform to hire, manage, and grow your people","AI talent platform to hire, manage, and grow your people . Founded in 2018 by Abhinav Chugh and Alagu M, Peoplebox.ai has 35 employees based in Bengaluru. Peoplebox.ai is hiring for 1 roles in product.",Alagu2,https://www.linkedin.com/in/alagu2,https://www.ycombinator.com/companies/peoplebox
Thera,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI-Native Finance OS,"AI-Native Finance OS. Founded in by Akhil Reddy, Thera has 15 employees based in New York City. Thera is hiring for 5 roles in engineering, operations, marketing, and sales.",Reddyakhil,https://www.linkedin.com/in/reddyakhil,https://www.ycombinator.com/companies/thera
Provision,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Ironclad for construction,"Ironclad for construction. Founded in 2022 by Brendan Ardagh and Luigi La Corte, Provision has 15 employees based in Toronto, ON, Canada. Provision is hiring for 5 roles in engineering, sales, and support.",Luigi R La Corte,https://www.linkedin.com/in/luigi-r-la-corte,https://www.ycombinator.com/companies/provision
NewsCatcher,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Turning the web into a structured database of real world events.,"Turning the web into a structured database of real world events. Founded in 2021 by Artem Bugara and Maksym Sugonyaka, NewsCatcher has 22 employees based in Kyiv, Ukraine, 02000. NewsCatcher is hiring for 1 roles in engineering.",Artem Bugara,https://www.linkedin.com/in/artem-bugara,https://www.ycombinator.com/companies/newscatcher
NewsCatcher,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Turning the web into a structured database of real world events.,"Turning the web into a structured database of real world events. Founded in 2021 by Artem Bugara and Maksym Sugonyaka, NewsCatcher has 22 employees based in Kyiv, Ukraine, 02000. NewsCatcher is hiring for 1 roles in engineering.",Maksym Sugonyaka,https://www.linkedin.com/in/msugonyaka,https://www.ycombinator.com/companies/newscatcher
Typewise,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Boosting customer service and sales productivity by 2-3x.,"Boosting customer service and sales productivity by 2-3x. Founded in 2020 by Janis Berneker and David Eberle, Typewise has 12 employees based in Zürich, Switzerland. Typewise is hiring for 3 roles in marketing and engineering.",Davidaeberle,https://www.linkedin.com/in/davidaeberle,https://www.ycombinator.com/companies/typewise
Flair Labs,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI workforce for mortgage,"AI workforce for mortgage. Founded in 2025 by Samir Sen, Flair Labs has 6 employees based in San Francisco. Flair Labs is hiring for 4 roles in engineering and product.",Samir Sen,https://www.linkedin.com/in/samir-sen-3a2b72123,https://www.ycombinator.com/companies/flair-labs
Flair Labs,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI workforce for mortgage,"AI workforce for mortgage. Founded in 2025 by Samir Sen, Flair Labs has 6 employees based in San Francisco. Flair Labs is hiring for 4 roles in engineering and product.",Eddie Chao Ping Wu 604A98145,https://www.linkedin.com/in/eddie-chao-ping-wu-604a98145,https://www.ycombinator.com/companies/flair-labs
Aragorn AI,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Operating system for HR in the AI era,"Operating system for HR in the AI era. Founded in 2022 by Gladys Adjei and Ed Adjei, Aragorn AI has 4 employees based in Dallas, TX, USA.",Adjeie,https://www.linkedin.com/in/adjeie,https://www.ycombinator.com/companies/aragorn-ai
Aragorn AI,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Operating system for HR in the AI era,"Operating system for HR in the AI era. Founded in 2022 by Gladys Adjei and Ed Adjei, Aragorn AI has 4 employees based in Dallas, TX, USA.",Gladys Adjei,https://www.linkedin.com/in/gladys-adjei-49b81045,https://www.ycombinator.com/companies/aragorn-ai
Hype,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Trade memecoins,"Trade memecoins . Founded in by Ravi Bakhai, Hype has 3 employees based in New York City. Hype is hiring for 2 roles in engineering.",Ravi Bakhai,https://www.linkedin.com/in/ravi-bakhai-ba785791,https://www.ycombinator.com/companies/hype
Malama Health,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Doula-led holistic support during and after pregnancy,"Doula-led holistic support during and after pregnancy . Founded in 2022 by Mika Eddy and Orlando Li, Malama Health has 3 employees based in San Francisco. Malama Health is hiring for 1 roles in sales.",Orlando Li,https://www.linkedin.com/in/orlandoli,https://www.ycombinator.com/companies/malama-health
Malama Health,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Doula-led holistic support during and after pregnancy,"Doula-led holistic support during and after pregnancy . Founded in 2022 by Mika Eddy and Orlando Li, Malama Health has 3 employees based in San Francisco. Malama Health is hiring for 1 roles in sales.",Mikawang,https://www.linkedin.com/in/mikawang,https://www.ycombinator.com/companies/malama-health
Malama Health,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Doula-led holistic support during and after pregnancy,"Doula-led holistic support during and after pregnancy . Founded in 2022 by Mika Eddy and Orlando Li, Malama Health has 3 employees based in San Francisco. Malama Health is hiring for 1 roles in sales.",Daniela Bahamon Arango,https://www.linkedin.com/in/daniela-bahamon-arango,https://www.ycombinator.com/companies/malama-health
Malama Health,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Doula-led holistic support during and after pregnancy,"Doula-led holistic support during and after pregnancy . Founded in 2022 by Mika Eddy and Orlando Li, Malama Health has 3 employees based in San Francisco. Malama Health is hiring for 1 roles in sales.",Shalmalibane,https://www.linkedin.com/in/shalmalibane,https://www.ycombinator.com/companies/malama-health
Illuminant Surgical,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,A new way of seeing inside the human body.,"A new way of seeing inside the human body. Founded in 2021 by James Hu and Eldrick Millares, Illuminant Surgical has 11 employees based in Los Angeles. Illuminant Surgical is hiring for 1 roles in operations.",Eldrick Millares,https://www.linkedin.com/in/eldrickm,https://www.ycombinator.com/companies/illuminant-surgical
Illuminant Surgical,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,A new way of seeing inside the human body.,"A new way of seeing inside the human body. Founded in 2021 by James Hu and Eldrick Millares, Illuminant Surgical has 11 employees based in Los Angeles. Illuminant Surgical is hiring for 1 roles in operations.",James Hu,http://linkedin.com/in/jameshu7,https://www.ycombinator.com/companies/illuminant-surgical
Tank Payments,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Modern financial infrastructure for the trucking industry.,"Modern financial infrastructure for the trucking industry. Founded in 2022 by Dane Cook, Jad Rahbany, and Matthew Rybak, Tank Payments has 10 employees based in Austin, TX, USA. Tank Payments is hiring for 4 roles in engineering, sales, and product.",Dane Cook,https://www.linkedin.com/in/dane-cook-b8402922,https://www.ycombinator.com/companies/tank-payments
Tank Payments,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Modern financial infrastructure for the trucking industry.,"Modern financial infrastructure for the trucking industry. Founded in 2022 by Dane Cook, Jad Rahbany, and Matthew Rybak, Tank Payments has 10 employees based in Austin, TX, USA. Tank Payments is hiring for 4 roles in engineering, sales, and product.",Jad Rahbany,https://www.linkedin.com/in/jadrahbany,https://www.ycombinator.com/companies/tank-payments
Tank Payments,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Modern financial infrastructure for the trucking industry.,"Modern financial infrastructure for the trucking industry. Founded in 2022 by Dane Cook, Jad Rahbany, and Matthew Rybak, Tank Payments has 10 employees based in Austin, TX, USA. Tank Payments is hiring for 4 roles in engineering, sales, and product.",Matthew Rybak,https://www.linkedin.com/in/matthewrybak,https://www.ycombinator.com/companies/tank-payments
Juicebox,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI-powered talent sourcing for recruiters,"AI-powered talent sourcing for recruiters. Founded in 2022 by Ishan Gupta and David Paffenholz, Juicebox has 65 employees based in Los Angeles. Juicebox is hiring for 14 roles in product, engineering, operations, sales, and marketing.",David Paffenholz,https://www.linkedin.com/in/david-paffenholz,https://www.ycombinator.com/companies/juicebox
Juicebox,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI-powered talent sourcing for recruiters,"AI-powered talent sourcing for recruiters. Founded in 2022 by Ishan Gupta and David Paffenholz, Juicebox has 65 employees based in Los Angeles. Juicebox is hiring for 14 roles in product, engineering, operations, sales, and marketing.",Ishan Gupta,https://www.linkedin.com/in/ishan-gupta-7203a91a3,https://www.ycombinator.com/companies/juicebox
Capix,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI-powered private equity intelligence.,"AI-powered private equity intelligence. Founded in 2022 by Bruno Jacob, Capix has 5 employees based in New York City. Capix is hiring for 2 roles in engineering and marketing.",Bruno Jacob,https://www.linkedin.com/in/bruno-jacob-40b6a9192,https://www.ycombinator.com/companies/capix
Windmill,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Open-source platform to turn scripts into internal apps & workflows,"Open-source platform to turn scripts into internal apps & workflows. Founded in 2022 by Ruben Fiszel, Windmill has 7 employees based in Paris, France. Windmill is hiring for 4 roles in engineering, sales, product, and marketing.",Ruben Fiszel,https://www.linkedin.com/in/rubenfiszel,https://www.ycombinator.com/companies/windmill
Raven,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI Assistants for Manufacturing Operations,"AI Assistants for Manufacturing Operations. Founded in 2021 by Sriyansh Srivastava and Priyansh Srivastava, Raven has 4 employees based in Bengaluru. Raven is hiring for 1 roles in engineering.",Priyansh Srivastava,https://linkedin.com/in/priyanshs,https://www.ycombinator.com/companies/raven
Raven,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI Assistants for Manufacturing Operations,"AI Assistants for Manufacturing Operations. Founded in 2021 by Sriyansh Srivastava and Priyansh Srivastava, Raven has 4 employees based in Bengaluru. Raven is hiring for 1 roles in engineering.",Sriyansh Srivastava,https://linkedin.com/in/sriyansh7,https://www.ycombinator.com/companies/raven
Blee,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"Smart, fast, and collaborative compliance reviews","Smart, fast, and collaborative compliance reviews . Founded in 2022 by Guy Shahar, Blee has 15 employees based in New York City. Blee is hiring for 4 roles in marketing, operations, engineering, and sales.",Guy Shahar,http://www.linkedin.com/in/guy-shahar,https://www.ycombinator.com/companies/blee
Voltic,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Electric cargo ships,"Electric cargo ships. Founded in 2022 by Prosser Cathey, Voltic has 5 employees based in New York City. Voltic is hiring for 1 roles in engineering.",,,https://www.ycombinator.com/companies/voltic
Novig,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,America's #1 Sports Trading App,"America's #1 Sports Trading App. Founded in 2021 by Jacob Fortinsky and Kelechi Ukah, Novig has 55 employees based in New York City. Novig is hiring for 7 roles in marketing, engineering, design, and operations.",Jfortinsky,https://www.linkedin.com/in/jfortinsky,https://www.ycombinator.com/companies/novig
Novig,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,America's #1 Sports Trading App,"America's #1 Sports Trading App. Founded in 2021 by Jacob Fortinsky and Kelechi Ukah, Novig has 55 employees based in New York City. Novig is hiring for 7 roles in marketing, engineering, design, and operations.",Kelechi Ukah,https://www.linkedin.com/in/kelechi-ukah-692016164,https://www.ycombinator.com/companies/novig
Paragon AI,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"Turns your sales calls into CRM data, automatically.","Turns your sales calls into CRM data, automatically. Founded in 2022 by Max Lu, Paragon AI has 3 employees based in New York City. Paragon AI is hiring for 4 roles in operations, sales, and engineering.",Maxwell Lu 60B85269,https://www.linkedin.com/in/maxwell-lu-60b85269,https://www.ycombinator.com/companies/paragon-ai
TrueBiz,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Instant Background Checks for Businesses,"Instant Background Checks for Businesses. Founded in 2022 by Danny Hakimian, TrueBiz has 6 employees based in Miami, FL, USA. TrueBiz is hiring for 4 roles in sales and engineering.",Danny Hakimian,https://www.linkedin.com/in/dannyhakimian,https://www.ycombinator.com/companies/truebiz
Cerrion,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Video AI to automatically detect and respond to production line…,"Video AI to automatically detect and respond to production line…. Founded in 2021 by Nikolay Kobyshev and Karim Saleh, Cerrion has 16 employees based in Zürich, Switzerland.",Karim Saleh,https://www.linkedin.com/in/karim-saleh99,https://www.ycombinator.com/companies/cerrion
Cerrion,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Video AI to automatically detect and respond to production line…,"Video AI to automatically detect and respond to production line…. Founded in 2021 by Nikolay Kobyshev and Karim Saleh, Cerrion has 16 employees based in Zürich, Switzerland.",Nkobyshev,https://www.linkedin.com/in/nkobyshev,https://www.ycombinator.com/companies/cerrion
Pasito,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI agents for insurance and benefits,"AI agents for insurance and benefits. Founded in 2021 by Pauline Roteta, Pasito has 20 employees based in New York City. Pasito is hiring for 2 roles in engineering.",Pauline Roteta,https://www.linkedin.com/in/paulineroteta,https://www.ycombinator.com/companies/pasito
Tailor,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Headless ERP for retail operations,"Headless ERP for retail operations. Founded in 2021 by Yo Shibata and Misato Takahashi, Tailor has 40 employees based in Tokyo, Japan. Tailor is hiring for 4 roles in engineering and product.",Yo Shibata,https://www.linkedin.com/in/yo-shibata-12742621,https://www.ycombinator.com/companies/tailor
Tailor,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Headless ERP for retail operations,"Headless ERP for retail operations. Founded in 2021 by Yo Shibata and Misato Takahashi, Tailor has 40 employees based in Tokyo, Japan. Tailor is hiring for 4 roles in engineering and product.",Mistat,https://www.linkedin.com/in/mistat,https://www.ycombinator.com/companies/tailor
Chariot,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,A payment network connecting nonprofits to the $326B in DAFs,"A payment network connecting nonprofits to the $326B in DAFs. Founded in 2022 by Aaron Kahane, Drew Schneider, and Salomon Serfati, Chariot has 24 employees based in New York City. Chariot is hiring for 5 roles in product, legal, sales, recruiting & hr, and engineering.",Salomon Serfati,https://www.linkedin.com/in/salomon-serfati-8ba836112,https://www.ycombinator.com/companies/chariot-2
Chariot,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,A payment network connecting nonprofits to the $326B in DAFs,"A payment network connecting nonprofits to the $326B in DAFs. Founded in 2022 by Aaron Kahane, Drew Schneider, and Salomon Serfati, Chariot has 24 employees based in New York City. Chariot is hiring for 5 roles in product, legal, sales, recruiting & hr, and engineering.",Aaron Kahane,https://www.linkedin.com/in/aaron-kahane-98a86013b,https://www.ycombinator.com/companies/chariot-2
Chariot,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,A payment network connecting nonprofits to the $326B in DAFs,"A payment network connecting nonprofits to the $326B in DAFs. Founded in 2022 by Aaron Kahane, Drew Schneider, and Salomon Serfati, Chariot has 24 employees based in New York City. Chariot is hiring for 5 roles in product, legal, sales, recruiting & hr, and engineering.",Drew Schneider,https://www.linkedin.com/in/andrew-schneider-130b77190,https://www.ycombinator.com/companies/chariot-2
Stackup,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Stackup helps businesses manage their crypto assets.,"Stackup helps businesses manage their crypto assets. Founded in 2021 by John Rising, Stackup has 4 employees based in Los Angeles. Stackup is hiring for 1 roles in engineering.",John Rising,https://linkedin.com/in/johnrising,https://www.ycombinator.com/companies/stackup
Two Dots,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI fraud prevention and underwriting agent,"AI fraud prevention and underwriting agent. Founded in 2022 by Henson Orser and Max Ponte, Two Dots has 28 employees based in San Francisco. Two Dots is hiring for 6 roles in engineering and sales.",Henson Orser,https://www.linkedin.com/in/henson-orser,https://www.ycombinator.com/companies/two-dots
Ciro,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,GTM AI that books you 5-8 meetings/week,"GTM AI that books you 5-8 meetings/week. Founded in 2022 by Ross Geiger, Richard Lee, and David Winer, Ciro has 5 employees based in San Francisco. Ciro is hiring for 1 roles in engineering.",Ross Geiger,https://www.linkedin.com/in/rossgeiger1,https://www.ycombinator.com/companies/ciro
Ciro,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,GTM AI that books you 5-8 meetings/week,"GTM AI that books you 5-8 meetings/week. Founded in 2022 by Ross Geiger, Richard Lee, and David Winer, Ciro has 5 employees based in San Francisco. Ciro is hiring for 1 roles in engineering.",Zrlee,https://www.linkedin.com/in/zrlee,https://www.ycombinator.com/companies/ciro
Ciro,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,GTM AI that books you 5-8 meetings/week,"GTM AI that books you 5-8 meetings/week. Founded in 2022 by Ross Geiger, Richard Lee, and David Winer, Ciro has 5 employees based in San Francisco. Ciro is hiring for 1 roles in engineering.",David Winer,https://www.linkedin.com/in/david-winer,https://www.ycombinator.com/companies/ciro
Julius,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI Data Scientist,"AI Data Scientist. Founded in 2022 by Rahul Sonwalkar, Julius has 10 employees based in San Francisco. Julius is hiring for 4 roles in engineering and marketing.",Rahul Sonwalkar,https://linkedin.com/in/rahulsonwalkar23,https://www.ycombinator.com/companies/julius
